N,Código,Tipo de muestra,x,y,Zona,Hoja,Nombre del proyecto,Año del proyecto ,N° Boletín,Serie,Año de Publicación,Región,Reporte,Laboratorio,Análisis,Geología,Au_g/Tm,Hg_ppb,Ag _ppm,Ba_ppm,Co_ppm,Cr_ppm,Cu_ppm,La _ppm,Li_ppm,Ni_ppm,Pb_ppm,Sc_ppm,Rb_ppm,Sr_ppm,V_ppm,Zn_ppm,As_ppm,Bi_ppm,Cd_ppm,Mo_ppm,Sb_ppm,Tl_2_ppm,W_2_ppm,Al_pct,Ca_pct,Fe_pct,K_pct,Mg_pct,Mn_pct,Na_pct,P_pct,Si_pct,Ti_pct,Y_ppm,Zr_ppm,Be_ppm,Ce_ppm,Cs_ppm,Dy_ppm,Er_ppm,Eu_ppm,Ga_ppm,Gd_ppm,Hf_ppm,Ho_ppm,In_ppm,Lu_ppm,Nb_ppm,Nd_ppm,Pr_ppm,Sm_ppm,Ta_ppm,Tb_ppm,Th_ppm,Tm_ppm,U_ppm,W_1_ppm,Yb_ppm
213,22l-RGQ24-036,Rocas,430434,8801435,18,22-l,"GE36A9-T02: MAGMATISMO Y GEOQUÍMICA DEL BATOLITO DE LA COORDILLERA ORIENTAL DEL PERÚ CENTRAL, SU RELACIÓN CON ELEMENTOS ESTRATÉGICOS Y ÁREAS DE INTERÉS PROSPECTIVO",2024,No elaborado,No elaborado,No elaborado,Junín,132-2024,INGEMMET,"I, IIa, IIb, III","Roca ígnea intrusiva con tonalidades rojizas, color mesócrata, geometría tabular, textura granular. Grandres cristales de cuarzo subredondeados sobre matriz feldespato potásico anhedrales, plagioclasa en forma alargada.",na,na,<0.5,605,<1,5,<2,15.5,11.556,<5,<5,<5,137,22,<10,39,16,<10,<1,<2,<2,0.5,<5,7.25,0.01,1.03,5.28,0.13,0.04,2.24,<0.01,34.13,0.13,29,258,3.1,110.7,2.25,4,2.2,0.9,24.4,6.9,6.7,0.8,<0.2,0.36,17,37.2,12.3,7.5,1.2,0.9,16.8,0.3,2.9,1,2.5
214,22l-RGQ24-037,Rocas,414583,8799648,18,22-l,"GE36A9-T02: MAGMATISMO Y GEOQUÍMICA DEL BATOLITO DE LA COORDILLERA ORIENTAL DEL PERÚ CENTRAL, SU RELACIÓN CON ELEMENTOS ESTRATÉGICOS Y ÁREAS DE INTERÉS PROSPECTIVO",2024,No elaborado,No elaborado,No elaborado,Junín,132-2024,INGEMMET,"I, IIa, IIb, III","Roca ígnea intrusiva color blanquecina, textura fanerítica compacta con cuarzo ? 20 %, plagioclasas ? 35%, horblendas subhedrales y biotitas anhedrales alterándose a cloritas, posiblemente granodiorita. Diaclasa N50°W / 45°NE.",na,na,<0.5,632,8,11,<2,30.4,30.957,<5,<5,11,40,375,63,73,6,<10,<1,<2,<2,<0.5,<5,7.9,3.03,3.63,1.41,1,0.09,2.73,0.18,30.31,0.48,36,381,1.7,54.4,0.77,4.7,3.1,1.4,18.6,5.5,8.3,0.8,<0.2,0.44,14.3,24.3,7,5.9,0.5,0.8,4.6,0.4,1.5,<1,2.9
215,22l-RGQ24-037a,Rocas,416610,8802610,18,22-l,"GE36A9-T02: MAGMATISMO Y GEOQUÍMICA DEL BATOLITO DE LA COORDILLERA ORIENTAL DEL PERÚ CENTRAL, SU RELACIÓN CON ELEMENTOS ESTRATÉGICOS Y ÁREAS DE INTERÉS PROSPECTIVO",2024,No elaborado,No elaborado,No elaborado,Junín,132-2024,INGEMMET,"I, IIa, IIb, III, IV, V","Roca ígnea intrusiva color gris con tonalidades rojizas, geometría tabular, textura obliterada relictos de textura porfirítica, con abundantes oxidos de hierro (hematita, goethita y jarosita), además se identifica presencia de especularita, alteración argílica moderada. Fractura N-S/80°E.",<0.027,<10,<0.5,363,6,<1,<2,45.4,<2,<5,<5,<5,118,17,<10,11,7,<10,<1,<2,<2,<0.5,<5,7.45,0.01,2.39,3.33,0.21,0.09,1.08,<0.01,34.25,0.12,50,221,3.9,168.9,1.59,8.9,4.7,1.6,23.8,12.7,5.8,1.7,<0.2,0.65,25.1,61.8,19.6,13.4,1.4,2,15.8,0.6,3.8,1,4.3
216,22l-RGQ24-038,Rocas,429755,8814465,18,22-l,"GE36A9-T02: MAGMATISMO Y GEOQUÍMICA DEL BATOLITO DE LA COORDILLERA ORIENTAL DEL PERÚ CENTRAL, SU RELACIÓN CON ELEMENTOS ESTRATÉGICOS Y ÁREAS DE INTERÉS PROSPECTIVO",2024,No elaborado,No elaborado,No elaborado,Pasco,132-2024,INGEMMET,"I, IIa, IIb, III","Roca ígnea intrusiva, color gris, textura granular con Qz, feldespatos K, plagiolcasas con biotitas anhedrales. Presenta venillas de cuarzo y óxidos de hierro entre cruzadas, alteración propilítica con argílica selectiva. Además, pirita y calcopirita diseminada en partes presenta pecho de paloma. Zona de falla, falla: N-S/40°W, fractura 1: N55°E/40°NW, fractura 2: N85°W/50°NE.",na,na,<0.5,427,32,51,92,27.8,28.399,44,52,23,24,611,260,140,14,<10,<1,<2,<2,<0.5,<5,7.97,5.75,8.72,0.73,3.33,0.13,2.31,0.36,22.18,1.09,24,160,1.7,63.2,2.69,3.8,2,1.3,23.7,6.6,3.3,0.7,<0.2,0.22,7.7,32.9,8.8,7,<0.5,1,1.5,0.3,0.6,<1,1.6
217,22l-RGQ24-039,Rocas,427955,8795229,18,22-l,"GE36A9-T02: MAGMATISMO Y GEOQUÍMICA DEL BATOLITO DE LA COORDILLERA ORIENTAL DEL PERÚ CENTRAL, SU RELACIÓN CON ELEMENTOS ESTRATÉGICOS Y ÁREAS DE INTERÉS PROSPECTIVO",2024,No elaborado,No elaborado,No elaborado,Junín,132-2024,INGEMMET,"I, IIa, IIb, III","Roca ígnea intrusiva color blanquecina, geometría tabular, textura granular de grano grueso, con cristales desarrolados de cuarzo, biotitas y horblendas anhedrales, con alterción argílica selectiva y óxidos de hierro.",na,na,<0.5,352,7,5,5,6.4,16.627,<5,<5,14,43,120,47,35,5,<10,<1,<2,<2,<0.5,<5,7.38,1.31,2.83,2.12,0.98,0.05,2.31,0.07,31.7,0.27,21,348,1.9,20.9,1.55,3.6,2.2,0.8,17,2.9,7.7,0.7,<0.2,0.39,5.5,9.2,2.6,2.2,<0.5,0.5,5.2,0.3,2.3,<1,2.2
218,22l-RGQ24-040,Rocas,444868,8824213,18,22-l,"GE36A9-T02: MAGMATISMO Y GEOQUÍMICA DEL BATOLITO DE LA COORDILLERA ORIENTAL DEL PERÚ CENTRAL, SU RELACIÓN CON ELEMENTOS ESTRATÉGICOS Y ÁREAS DE INTERÉS PROSPECTIVO",2024,No elaborado,No elaborado,No elaborado,Pasco,132-2024,INGEMMET,"I, IIa, IIb, III","Roca ígnea intrusiva, color rosado, textura granular de grano grueso, feldeaptos K ? 40 %, cuarzo ? 40%, plagioclasas y biotitas anhedrales. Roca deleznable con óxidos de hierros débil a moderado entre las fracturas. Alteración argílica selectiva.",na,na,<0.5,1037,3,<1,7,39.5,3.426,<5,52,<5,193,45,14,65,<5,<10,<1,<2,<2,0.8,<5,14.33,<0.01,1.61,4.4,0.22,0.06,0.26,0.02,23.45,0.11,18,181,3,79.2,2.75,2.5,1.3,1,39.5,3.6,4.2,0.4,<0.2,0.24,6.3,21.7,8,4.2,0.8,0.6,22.3,0.2,2.1,<1,1.3
219,22l-RGQ24-064,Rocas,416135,8798638,18,22-l,"GE36A9-T02: MAGMATISMO Y GEOQUÍMICA DEL BATOLITO DE LA COORDILLERA ORIENTAL DEL PERÚ CENTRAL, SU RELACIÓN CON ELEMENTOS ESTRATÉGICOS Y ÁREAS DE INTERÉS PROSPECTIVO",2024,No elaborado,No elaborado,No elaborado,Junín,132-2024,INGEMMET,"I, IIa, IIb, III","Roca ígnea intrusiva, color blanquecina, geometría tabular, textura porfirítica granular silicificada con óxidos de hierro en matriz y fracturas, cortada por venillas de cuarzo blanquecino.",na,na,<0.5,113,1,4,<2,14.5,10.287,<5,<5,<5,18,38,22,17,32,<10,<1,2,<2,<0.5,<5,2.43,0.26,2.01,0.66,1.54,0.02,0.48,0.08,39.37,0.15,40,210,0.8,30.2,0.44,6.5,3.5,1.2,9.1,5.3,4.1,1.4,<0.2,0.41,6.1,13.7,3.9,4.8,<0.5,1,2.6,0.5,0.8,2,2.8
220,22l-RGQ24-065,Rocas,435316,8815822,18,22-l,"GE36A9-T02: MAGMATISMO Y GEOQUÍMICA DEL BATOLITO DE LA COORDILLERA ORIENTAL DEL PERÚ CENTRAL, SU RELACIÓN CON ELEMENTOS ESTRATÉGICOS Y ÁREAS DE INTERÉS PROSPECTIVO",2024,No elaborado,No elaborado,No elaborado,Pasco,132-2024,INGEMMET,"I, IIa, IIb, III","Roca ígnea intrusiva, color gris con tonalidades rojizas, textura granular, grano medio a grueso, asociada al sienogranito de la unidad, zona de falla, racturamiento intenso con clorita y óxidos de hierro. Presenta un flujo de cuarzo (sílice rosada-ortosa) que altera la roca caja (roca tomada del intrusivo). Alteración argílica selectiva. Falla dextral N60°W/40°NE.",na,na,<0.5,767,2,5,4,12.9,23.057,<5,6,<5,83,116,21,47,<5,<10,<1,<2,<2,0.6,<5,8.26,0.57,1.6,3.31,0.52,0.06,3.64,0.07,31.8,0.2,26,473,7.4,88.5,3.8,3.5,2.5,1.1,23.3,4.6,11.4,0.7,<0.2,0.43,12.2,26.4,8.9,5.6,0.8,0.8,42.1,0.4,12.5,<1,2.7
221,22l-RGQ24-066,Rocas,421825,8814890,18,22-l,"GE36A9-T02: MAGMATISMO Y GEOQUÍMICA DEL BATOLITO DE LA COORDILLERA ORIENTAL DEL PERÚ CENTRAL, SU RELACIÓN CON ELEMENTOS ESTRATÉGICOS Y ÁREAS DE INTERÉS PROSPECTIVO",2024,No elaborado,No elaborado,No elaborado,Pasco,132-2024,INGEMMET,"I, IIa, IIb, III","Roca ígnea intrusiva compacta de color gris claro con textura propilítica constituida por cuarzo, plagioclasas, feldespatos potásicos, posee magnetismo moderado. Asociado al monzogranito de la unidad Quiparacra.",na,na,<0.5,819,11,8,53,30.4,30.88,6,<5,15,123,207,78,78,<5,<10,<1,<2,<2,<0.5,<5,7.87,2.52,3.96,2.27,0.97,0.08,2.73,0.07,29.94,0.37,36,193,1.8,58.7,3.35,4.7,3,1.3,19.2,4.9,4.4,1,<0.2,0.4,7.6,20.9,6.3,5.2,<0.5,0.9,12,0.4,3.3,<1,2.8
222,22l-RGQ24-067,Rocas,400067,8804213,18,22-l,"GE36A9-T02: MAGMATISMO Y GEOQUÍMICA DEL BATOLITO DE LA COORDILLERA ORIENTAL DEL PERÚ CENTRAL, SU RELACIÓN CON ELEMENTOS ESTRATÉGICOS Y ÁREAS DE INTERÉS PROSPECTIVO",2024,No elaborado,No elaborado,No elaborado,Pasco,132-2024,INGEMMET,"I, IIa, IIb, III","Roca metamórfica, color gris con tonalidades verdosas, textura foliada, óxidos de hierro en fracturas. Presenta vetillas de cuarzo lechoso con rumbo N-S, contiene pirita lixiviada asociada a esquistos, gneis del Complejo Metamórfico Huaytapallana.",na,na,<0.5,592,13,76,23,54,15.865,26,8,19,161,34,115,123,18,<10,<1,<2,<2,0.8,<5,9.22,0.13,5.35,3.24,1.43,0.04,1.06,0.1,28.5,0.58,41,211,3.7,109.6,3.17,7,3.7,1.6,28.5,8.3,4.9,1.3,<0.2,0.48,20,38.4,12.3,8.5,1.3,1.2,17,0.5,3.7,2,3.6
223,22l-RGQ24-068,Rocas,402718,8801922,18,22-l,"GE36A9-T02: MAGMATISMO Y GEOQUÍMICA DEL BATOLITO DE LA COORDILLERA ORIENTAL DEL PERÚ CENTRAL, SU RELACIÓN CON ELEMENTOS ESTRATÉGICOS Y ÁREAS DE INTERÉS PROSPECTIVO",2024,No elaborado,No elaborado,No elaborado,Pasco,132-2024,INGEMMET,"I, IIa, IIb, III","Roca ígnea intrusiva color gris claro, textura porfirítica granular, biotitas anhedrales alterandose a cloritas, cuarzo > 20%, presenta epídota en matriz y venillas, asociada a una tonalita. Alteración propilítica débil y óxidos de hierro.",na,na,<0.5,698,7,12,9,31.7,17.571,6,67,11,83,222,72,154,10,<10,<1,<2,<2,0.9,<5,7.7,1.93,3.15,2.46,0.95,0.12,2.28,0.08,31.32,0.3,24,227,3.9,91,0.95,3.7,1.9,1.2,19.8,5.9,5.1,0.8,<0.2,0.26,12.9,30.9,9.9,6.4,0.8,0.9,16.8,0.2,2.1,<1,1.8
224,22l-RGQ24-069,Rocas,428944,8800238,18,22-l,"GE36A9-T02: MAGMATISMO Y GEOQUÍMICA DEL BATOLITO DE LA COORDILLERA ORIENTAL DEL PERÚ CENTRAL, SU RELACIÓN CON ELEMENTOS ESTRATÉGICOS Y ÁREAS DE INTERÉS PROSPECTIVO",2024,No elaborado,No elaborado,No elaborado,Junín,132-2024,INGEMMET,"I, IIa, IIb, III","Roca volcánica sedimentaria color gris, geometría tabular, textura granular de grano medio a fino, presenta óxidos de hierro entre las fracturas. Fractura N30°E/80°NW.",na,na,<0.5,649,2,4,13,25.8,31.234,<5,<5,<5,133,51,25,7,<5,<10,<1,<2,<2,<0.5,<5,6.57,0.01,1.2,4.22,0.7,<0.01,0.99,<0.01,33.4,0.18,12,203,1.5,42.5,5.28,2.2,1.9,0.5,15.6,2.5,5,0.4,<0.2,0.25,9.6,14.1,4.8,3.2,0.8,0.4,12.2,0.3,3,4,1.7
225,22m-RGQ24-009,Rocas,450220,8825138,18,22-m,"GE36A9-T02: MAGMATISMO Y GEOQUÍMICA DEL BATOLITO DE LA COORDILLERA ORIENTAL DEL PERÚ CENTRAL, SU RELACIÓN CON ELEMENTOS ESTRATÉGICOS Y ÁREAS DE INTERÉS PROSPECTIVO",2024,No elaborado,No elaborado,No elaborado,Pasco,132-2024,INGEMMET,"I, IIa, IIb, III","Roca volcánica tabular, color rojiza textura porfirítica con plagioclasas alteradas a arcillas y xeonlitos de roca granular con óxidos de hierro entre las fracturas. Posiblemente dacita?.",na,na,<0.5,610,4,3,5,9.6,23.601,<5,8,<5,239,29,15,17,9,<10,<1,<2,<2,1.1,<5,10.14,<0.01,1.32,4.93,0.19,0.04,0.32,<0.01,29.87,0.21,26,307,2.3,173.8,5.67,3.4,2.3,1,21.7,7.2,9,0.8,<0.2,0.34,13.5,56.2,19.4,9.4,1.1,1,34,0.3,4.4,2,2.4
226,22m-RGQ24-010,Rocas,448408,8812500,18,22-m,"GE36A9-T02: MAGMATISMO Y GEOQUÍMICA DEL BATOLITO DE LA COORDILLERA ORIENTAL DEL PERÚ CENTRAL, SU RELACIÓN CON ELEMENTOS ESTRATÉGICOS Y ÁREAS DE INTERÉS PROSPECTIVO",2024,No elaborado,No elaborado,No elaborado,Pasco,132-2024,INGEMMET,"I, IIa, IIb, III","Roca ígnea intrusiva, color rosado claro, textura granular con cuarzo= 50%, feldespatos K = 40% y biotitas anhedrales, asociada al sienogranito San Ramón. Presenta argilización y óxidos de hierro.",na,na,<0.5,415,2,3,4,8,5.587,<5,<5,<5,117,37,<10,7,<5,<10,<1,<2,<2,<0.5,<5,8.19,0.27,1.23,3.99,0.45,0.01,3.69,0.03,32.34,0.14,57,322,1.7,54.7,1.47,6.1,4.9,1,20.7,4.9,9.2,1.6,<0.2,0.7,13.8,17.7,5.7,4.2,1.1,1,35.4,0.7,6.4,<1,4.8
227,22m-RGQ24-011,Rocas,452170,8820214,18,22-m,"GE36A9-T02: MAGMATISMO Y GEOQUÍMICA DEL BATOLITO DE LA COORDILLERA ORIENTAL DEL PERÚ CENTRAL, SU RELACIÓN CON ELEMENTOS ESTRATÉGICOS Y ÁREAS DE INTERÉS PROSPECTIVO",2024,No elaborado,No elaborado,No elaborado,Pasco,132-2024,INGEMMET,"I, IIa, IIb, III","Roca ígnea intrusiva, color gris, textura porfirítica con cuarzo ? 40 %, plagioclasas ? 25% y biotitas subhedrales - Anhedrales (20%) asociada al monzogranito San Ramón. Cortada por venillas de cuarzo (0.5 - 1 cm) subparalelas: N70°E/80°NW, S50°W/45°NW.",na,na,<0.5,230,36,14,146,15.5,23.808,80,<5,25,14,660,95,63,<5,<10,<1,<2,<2,<0.5,<5,10.85,5.56,5.03,0.62,2.65,0.08,1.17,0.15,20.43,0.47,9,72,1.3,27.8,2.99,2.1,0.8,1.2,20.6,2.6,1.5,0.4,<0.2,<0.15,9.6,11.2,3.5,3.4,<0.5,0.4,1.8,0.2,0.6,<1,0.7
228,22l-RGQ24-070,Rocas,400569,8821210,18,22-l,"GE36A9-T02: MAGMATISMO Y GEOQUÍMICA DEL BATOLITO DE LA COORDILLERA ORIENTAL DEL PERÚ CENTRAL, SU RELACIÓN CON ELEMENTOS ESTRATÉGICOS Y ÁREAS DE INTERÉS PROSPECTIVO",2024,No elaborado,No elaborado,No elaborado,Pasco,158-2024,INGEMMET,"I, IIa, IIb, III, IV, V",Vetilla tipo relleno de falla conformada por cuarzo blanco con venilla de pirita en sutura centrada. N340/60 SW y de ancho 8 cm. Roca caja Monzogranito,4.419,16,1,138,116,71,174,9.3,<2,18,62,8,54,230,28,34,214,<10,<1,<2,<2,<0.5,<5,2.56,7.77,11.69,1.3,0.44,0.26,0.04,0.01,25.29,0.07,33,26,1.4,22.8,0.51,4.7,3.1,1.2,5.8,3.9,0.8,1,0.2,0.58,2.5,11.5,2.7,3.1,<0.5,0.7,2.6,0.5,4.7,4,3.5
229,22l-RGQ24-071,Rocas,400569,8821210,18,22-l,"GE36A9-T02: MAGMATISMO Y GEOQUÍMICA DEL BATOLITO DE LA COORDILLERA ORIENTAL DEL PERÚ CENTRAL, SU RELACIÓN CON ELEMENTOS ESTRATÉGICOS Y ÁREAS DE INTERÉS PROSPECTIVO",2024,No elaborado,No elaborado,No elaborado,Pasco,158-2024,INGEMMET,"I, IIa, IIb, III, IV, V",Vetilla  tipo relleno de falla conformada por cuarzo blanco con venilla de pirita en sutura centrada. N340/60 SW y de ancho 8 cm. Roca caja Monzogranito.,9.5,37,1.1,190,137,113,473,6.7,<2,21,46,7,75,16,37,31,113,<10,<1,8,<2,<0.5,<5,3.62,0.49,14.51,1.65,0.14,0.09,0.03,0.03,26.67,0.09,11,34,2,15.6,0.71,2.1,1.3,0.7,9.1,2.1,1,0.4,0.3,0.26,3.8,7.6,1.9,1.8,<0.5,0.3,3.7,0.2,8.7,5,1.5
230,21l-RGQ24-017,Rocas,409662,8854914,18,21-l,"GE36A9-T02: MAGMATISMO Y GEOQUÍMICA DEL BATOLITO DE LA COORDILLERA ORIENTAL DEL PERÚ CENTRAL, SU RELACIÓN CON ELEMENTOS ESTRATÉGICOS Y ÁREAS DE INTERÉS PROSPECTIVO",2024,No elaborado,No elaborado,No elaborado,Pasco,158-2024,INGEMMET,"I, IIa, IIb, III, IV, V",Veta de cuarzo textuta masiva con hilos de goethita-jarosita con diseminados de muscovita. Rb N280/25 NE. Ancho 0.80 m.,<0.027,<10,<0.5,46,<1,3,6,<2,3.432,<5,7,<5,32,62,<10,<1,89,<10,<1,<2,<2,<0.5,<5,8.01,0.29,0.36,1,0.1,<0.01,5,0.05,34.98,0.02,<5,10,2.4,4.3,0.89,0.9,0.4,0.2,15.1,0.7,0.4,0.2,<0.2,<0.15,2.4,2.6,0.7,0.8,<0.5,0.1,0.7,<0.1,0.7,1,0.3
231,21l-RGQ24-018,Rocas,409662,8854914,18,21-l,"GE36A9-T02: MAGMATISMO Y GEOQUÍMICA DEL BATOLITO DE LA COORDILLERA ORIENTAL DEL PERÚ CENTRAL, SU RELACIÓN CON ELEMENTOS ESTRATÉGICOS Y ÁREAS DE INTERÉS PROSPECTIVO",2024,No elaborado,No elaborado,No elaborado,Pasco,158-2024,INGEMMET,"I, IIa, IIb, III, IV, V",Veta de cuarzo textura masiva con hilos de goethita-jarosita con diseminados de muscovita.  Rb N260/25 NW. Ancho 0.70 m.,<0.027,<10,<0.5,109,2,3,9,<2,6.077,<5,<5,<5,69,65,13,5,42,<10,<1,<2,<2,<0.5,<5,8.85,0.24,0.45,1.65,0.14,0.01,3.91,0.05,34.08,0.02,7,24,4.8,7.6,2.18,1.5,0.8,0.2,19.6,1.3,1.4,0.3,<0.2,<0.15,5.5,5.1,1.4,1.4,1.2,0.2,2.2,0.1,2.5,2,0.7
232,21l-RGQ24-019,Rocas,409658,8854972,18,21-l,"GE36A9-T02: MAGMATISMO Y GEOQUÍMICA DEL BATOLITO DE LA COORDILLERA ORIENTAL DEL PERÚ CENTRAL, SU RELACIÓN CON ELEMENTOS ESTRATÉGICOS Y ÁREAS DE INTERÉS PROSPECTIVO",2024,No elaborado,No elaborado,No elaborado,Pasco,158-2024,INGEMMET,"I, IIa, IIb, III"," Diorita a Monzogranito color gris verdoso textura equigranular, tamaño del grano fino a medio con presencia de biotitas cloritizadas. ",na,na,<0.5,447,10,5,3,28,24.46,<5,<5,33,25,228,79,43,14,<10,<1,<2,<2,<0.5,<5,7.47,2.48,3.84,1.14,1.04,0.09,2.46,0.05,31.61,0.34,49,178,2.1,48.2,0.78,9.3,4.8,2,18.3,9.6,4.2,1.8,<0.2,0.51,8.7,35.1,7.2,8.9,<0.5,1.5,1.1,0.7,0.4,1,3.8
233,21l-RGQ24-020,Rocas,409657,8855069,18,21-l,"GE36A9-T02: MAGMATISMO Y GEOQUÍMICA DEL BATOLITO DE LA COORDILLERA ORIENTAL DEL PERÚ CENTRAL, SU RELACIÓN CON ELEMENTOS ESTRATÉGICOS Y ÁREAS DE INTERÉS PROSPECTIVO",2024,No elaborado,No elaborado,No elaborado,Pasco,158-2024,INGEMMET,"I, IIa, IIb, III, IV, V",Veta de cuarzo de textura bandeada con hilos de goethita-jarosita. Rb N140/ 80SW. Ancho 0.25 m.,49,115,0.8,134,11,5,11,10.9,13.728,<5,29,8,17,24,49,29,1084,<10,<1,<2,<2,<0.5,10,2.23,0.17,2.54,0.42,0.56,0.05,0.64,0.03,40.56,0.19,23,74,0.8,22.5,0.55,3.2,2,0.8,5.8,3.3,1.7,0.7,<0.2,0.32,4,14.6,3.3,3,<0.5,0.5,0.6,0.3,0.4,11,1.8
234,22l-RGQ24-072,Rocas,398752,8825111,18,22-l,"GE36A9-T02: MAGMATISMO Y GEOQUÍMICA DEL BATOLITO DE LA COORDILLERA ORIENTAL DEL PERÚ CENTRAL, SU RELACIÓN CON ELEMENTOS ESTRATÉGICOS Y ÁREAS DE INTERÉS PROSPECTIVO",2024,No elaborado,No elaborado,No elaborado,Pasco,158-2024,INGEMMET,"I, IIa, IIb, III, IV, V",Veta de cuarzo de textura bandeada con hilos de goethita-jarosita. Rb N310/ 75SW. Ancho 0.25 m.,0.552,101,<0.5,147,9,16,5,10.3,<2,13,6,<5,53,20,24,23,31,<10,<1,<2,<2,<0.5,18,3.11,0.07,2.53,1.3,0.08,0.06,0.16,0.02,40.01,0.11,6,34,1.6,16.4,1.59,1.2,0.7,0.5,9.1,1.6,0.9,0.2,<0.2,<0.15,2.6,8.3,2,1.7,<0.5,0.2,2.5,0.1,1.1,18,0.7
235,22l-RGQ24-073,Rocas,398752,8825111,18,22-l,"GE36A9-T02: MAGMATISMO Y GEOQUÍMICA DEL BATOLITO DE LA COORDILLERA ORIENTAL DEL PERÚ CENTRAL, SU RELACIÓN CON ELEMENTOS ESTRATÉGICOS Y ÁREAS DE INTERÉS PROSPECTIVO",2024,No elaborado,No elaborado,No elaborado,Pasco,158-2024,INGEMMET,"I, IIa, IIb, III","Monzogranito color gris blanquecino, con textura inequigranular con fenocristales de plagioclasas y biotitas anhedrales. ",na,na,0.5,164,115,84,137,4.6,<2,18,40,<5,60,15,30,22,177,<10,<1,7,<2,<0.5,<5,3.06,0.39,14.39,1.47,0.08,0.03,0.06,0.02,28.07,0.07,<5,32,1.4,8,0.53,1,0.6,0.3,7,1,0.9,0.2,<0.2,<0.15,2.8,3.8,1,1,<0.5,0.2,2.2,0.1,2.7,4,0.6
236,22l-RGQ24-075,Rocas,398541,8825083,18,22-l,"GE36A9-T02: MAGMATISMO Y GEOQUÍMICA DEL BATOLITO DE LA COORDILLERA ORIENTAL DEL PERÚ CENTRAL, SU RELACIÓN CON ELEMENTOS ESTRATÉGICOS Y ÁREAS DE INTERÉS PROSPECTIVO",2024,No elaborado,No elaborado,No elaborado,Pasco,158-2024,INGEMMET,"I, IIa, IIb, III, IV, V","Veta de cuarzo, textura bandeada con venillas de pirita-esfalerita-goethita-jarosita. Rb N320/ 75°SW, ancho 0.30 m.",10.667,490,1.4,166,8,30,177,6.3,2.436,43,38,5,55,108,37,5582,28,38,36,15,<2,<0.5,<5,3,4.06,4.16,1.28,1.39,0.19,0.16,0.03,32.94,0.25,11,39,1.2,12.5,1.51,1.9,1.1,0.6,8.1,2,1.1,0.4,0.4,0.15,5.1,6.6,1.6,1.6,<0.5,0.3,1.5,0.2,1.5,13,1
237,22l-RGQ24-076,Rocas,398541,8825083,18,22-l,"GE36A9-T02: MAGMATISMO Y GEOQUÍMICA DEL BATOLITO DE LA COORDILLERA ORIENTAL DEL PERÚ CENTRAL, SU RELACIÓN CON ELEMENTOS ESTRATÉGICOS Y ÁREAS DE INTERÉS PROSPECTIVO",2024,No elaborado,No elaborado,No elaborado,Pasco,158-2024,INGEMMET,"I, IIa, IIb, III, IV, V","Veta de cuarzo, textura bandeada con hilos de pirita-goethita-jarosita. Rb N320/ 75°NE, ancho 0.25 m.",39.5,1340,14,34,5,13,571,<2,<2,16,12563,<5,15,21,<10,15751,48,115,121,37,2,<0.5,121,0.73,0.66,5.87,0.31,0.22,0.06,0.08,<0.01,37.63,0.05,<5,24,<0.6,2.3,0.58,0.5,0.2,0.2,2.4,0.5,<0.2,<0.1,0.6,<0.15,1.4,1.4,0.3,0.4,<0.5,<0.1,0.3,<0.1,0.3,121,0.2
238,22l-RGQ24-077,Rocas,398541,8825083,18,22-l,"GE36A9-T02: MAGMATISMO Y GEOQUÍMICA DEL BATOLITO DE LA COORDILLERA ORIENTAL DEL PERÚ CENTRAL, SU RELACIÓN CON ELEMENTOS ESTRATÉGICOS Y ÁREAS DE INTERÉS PROSPECTIVO",2024,No elaborado,No elaborado,No elaborado,Pasco,158-2024,INGEMMET,"I, IIa, IIb, III, IV, V","Veta de cuarzo, textura bandeada con hilos de pirita-goethita-jarosita. Rb N320/ 70°NE, ancho 0.15 m.",9.835,241,2.2,33,8,14,273,<2,<2,22,141,<5,11,37,<10,189,42,80,1,9,<2,<0.5,314,0.64,1.55,4.51,0.3,0.48,0.05,0.06,0.01,39.7,0.06,<5,12,<0.6,4,0.34,1.1,0.5,0.3,1.8,1,<0.2,0.2,<0.2,<0.15,1.5,2.7,0.6,0.8,<0.5,0.2,0.4,<0.1,0.4,413,0.4
239,22l-RGQ24-078,Rocas,402574,8819491,18,22-l,"GE36A9-T02: MAGMATISMO Y GEOQUÍMICA DEL BATOLITO DE LA COORDILLERA ORIENTAL DEL PERÚ CENTRAL, SU RELACIÓN CON ELEMENTOS ESTRATÉGICOS Y ÁREAS DE INTERÉS PROSPECTIVO",2024,No elaborado,No elaborado,No elaborado,Pasco,158-2024,INGEMMET,"I, IIa, IIb, III, IV, V","Veta de cuarzo, textura bandeada con hilos de pirita-goethita-jarosita. Rb N320/ 70°NE, ancho 0.15 m.",0.393,62,8,248,2,4,352,16.4,2.064,<5,6424,<5,70,6,27,458,9,<10,3,<2,7,<0.5,<5,3.65,0.05,1.05,1.84,0.11,0.05,0.06,0.02,40.57,0.06,<5,39,1.8,25,1.27,1,0.6,0.3,7.3,1.2,1.3,0.2,<0.2,<0.15,3.2,9.1,2.6,1.4,0.5,0.2,6,0.1,2.5,5,0.7
